question,answer
"Ein Auftraggeber übergibt einem Unternehmer Feingold zur Herstellung eines Schmuckstücks. Statt genau aus diesem Gold zu arbeiten, überlässt der Unternehmer dem Auftraggeber aus seinem eigenen Bestand ein gleichartiges fertiges Schmuckstück, wie er es typischerweise aus solchem Stoff herstellt. Das Entgelt wird als reiner Werklohn berechnet und hängt nicht vom Unterschied zwischen dem Marktpreis des empfangenen Goldes und jenem des überlassenen Schmuckstücks ab. Liegt eine Lieferung oder eine sonstige Leistung vor?","Eine Lieferung liegt vor, da der Unternehmer dem Auftraggeber ein fertiges Schmuckstück überlässt, das er typischerweise aus dem empfangenen Gold herstellt. Die Überlassung des Schmuckstücks ist eine eigenständige Leistung, die vom Werklohn getrennt ist."
Eine schweizerische Gesellschaft verkauft an eine deutsche GmbH Eintrittsberechtigungen für eine Fachmesse in Wien weiter. Die schweizerische Gesellschaft handelt im eigenen Namen im Rahmen einer Besorgungsleistung. Liegt der Leistungsort der weiterverrechneten Eintrittsberechtigungen in Österreich?,"Der Leistungsort der weiterverrechneten Eintrittsberechtigungen liegt in Österreich, da die schweizerische Gesellschaft im eigenen Namen im Rahmen einer Besorgungsleistung handelt und die Eintrittsberechtigungen für eine in Wien stattfindende Fachmesse geliefert werden."
"Ein österreichischer Unternehmer überträgt ein wissenschaftliches Seminar ausschließlich per Livestream an eine Privatperson mit Wohnsitz in Spanien. Es gibt keine physische Teilnahme vor Ort. Liegt der Leistungsort in Österreich, weil der Unternehmer von dort streamt?","Nein, der Leistungsort liegt nicht in Österreich, da die Privatperson in Spanien wohnt und die Leistung ausschließlich per Livestream empfangen wird. Der Leistungsort ist daher der Wohnsitz der Privatperson in Spanien."
"Ein Auftraggeber übergibt einem Verarbeiter Silbergranulat zur Herstellung spezieller Kontakte. Vertraglich ist vereinbart, dass der Auftraggeber die bei der Verarbeitung entstehenden Silberreste und Schleifabfälle an den Verarbeiter zurückzugeben hat. Tatsächlich gibt der Auftraggeber am Ende nicht exakt diese konkreten Rückstände zurück, sondern Silberabfälle gleicher Art, wie sie in seinem Unternehmen regelmäßig anfallen. Erstreckt sich die Lieferung des Verarbeiters trotzdem auf den gesamten ursprünglichen Silbergehalt des übergebenen Materials?","Nein, die Lieferung des Verarbeiters erstreckt sich nicht auf den gesamten ursprünglichen Silbergehalt des übergebenen Materials, da der Auftraggeber nicht die vereinbarten Silberreste und Schleifabfälle zurückgegeben hat, sondern andere Silberabfälle."
"Eine Parfümeriekette verkauft während eines Fluges von Wien nach Madrid noch vor der Landung Parfum an Bord des Flugzeugs an einen Passagier. Der Flug verläuft ohne Zwischenaufenthalt außerhalb des Gemeinschaftsgebiets. Gilt der Ort der Lieferung als in Spanien gelegen, weil dort der Kunde das Flugzeug verlässt?","Nein, der Ort der Lieferung gilt als in Österreich gelegen, da die Lieferung vor der Landung erfolgt ist und der Flug ohne Zwischenaufenthalt außerhalb des Gemeinschaftsgebiets stattgefunden hat."
"Ein österreichischer Stromhändler liefert Elektrizität an einen Wiederverkäufer in Italien, dessen Haupttätigkeit im Erwerb und in der Weiterlieferung von Elektrizität besteht; der Eigenverbrauch des italienischen Abnehmers ist nur von untergeordneter Bedeutung. Der Strom wird nicht an eine besondere Betriebsstätte geliefert. Liegt der Ort der Lieferung dort, wo der Strom physisch eingespeist wird?","Nein, der Ort der Lieferung liegt nicht dort, wo der Strom physisch eingespeist wird. Gemäß § 3 Abs. 1 Z 1 UStG 1994 liegt der Ort der Lieferung an dem Ort, an dem der Wiederverkäufer seine Geschäftsstätte hat, da der Eigenverbrauch des italienischen Abnehmers nur von untergeordneter Bedeutung ist."
Ein Unternehmer ordnet ein Bürogebäude seinem Unternehmen zu; bei Anschaffung bestand ein teilweiser Vorsteuerabzug. Später nutzt er einen Teil des Gebäudes unentgeltlich privat. Wird diese Verwendung nach § 3a Abs. 1a Z 1 einer sonstigen Leistung gegen Entgelt gleichgestellt?,"Nein, die unentgeltliche private Nutzung des Bürogebäudes wird nicht nach § 3a Abs. 1a Z 1 einer sonstigen Leistung gegen Entgelt gleichgestellt, da diese Vorschrift nur auf Leistungen an Dritte anwendbar ist."
"Ein Schweizer Unternehmer verkauft eine Maschine an einen österreichischen Kunden. Die Maschine wird in Zürich einem Spediteur übergeben, der sie im Auftrag des Verkäufers nach Graz transportiert. Der österreichische Kunde erlangt die Verfügungsmacht erst nach Ankunft in Graz. Liegt der Ort der Lieferung in Österreich, weil sich die Maschine dort bei Verschaffung der Verfügungsmacht befindet?","Nein, der Ort der Lieferung liegt in Österreich, da die Maschine bereits in Österreich angeliefert wurde, bevor der österreichische Kunde die Verfügungsmacht erlangt hat. Der Zeitpunkt der Übergabe der Verfügungsmacht ist für die Bestimmung des Lieferorts nicht maßgeblich."
"Ein Produzent übergibt Waren an einen Kommissionär, der sie im eigenen Namen, aber für Rechnung des Produzenten verkaufen soll. Die Waren befinden sich bereits im Lager des Kommissionärs, wurden aber noch nicht an den Endkunden verkauft. Gilt die Lieferung des Produzenten an den Kommissionär bereits als ausgeführt?","Nein, die Lieferung des Produzenten an den Kommissionär gilt noch nicht als ausgeführt, da die Waren noch nicht an den Endkunden verkauft wurden. Nach § 11 Abs. 1 UStG gilt eine Lieferung erst dann als ausgeführt, wenn die Waren an den Endkunden geliefert werden."
"Ein Unternehmer verarbeitet vom Auftraggeber beigestellten Stahl zu einer Produktionsanlage und verwendet dabei zusätzlich selbst beschaffte Motoren und Steuerungseinheiten, die nicht bloß Zutaten oder Nebensachen sind. Die fertige Anlage wird fest mit dem Boden der Fabrikhalle verbunden. Ist die Leistung als sonstige Leistung oder als Lieferung zu behandeln?","Die Leistung ist als Lieferung zu behandeln, da der Unternehmer die Anlage herstellt und dem Auftraggeber überlässt, wobei die Anlage nicht mehr als ein Ganzes aufgebaut werden kann. Die Verwendung von eigenen Motoren und Steuerungseinheiten führt nicht zu einer Abgrenzung von Lieferung und Werkleistung."
Ein deutscher Energieversorger liefert Elektrizität an eine österreichische Papierfabrik in Linz. Die österreichische Abnehmerin ist kein Wiederverkäufer; sie verbraucht den Strom selbst in der Produktion. Liegt der Ort der Lieferung am Sitz des deutschen Lieferers?,"Nein, da der Ort der Lieferung (Linz) nicht am Sitz des deutschen Lieferers liegt, ist die Lieferung als Einfuhr in Österreich zu behandeln."
"Eine österreichische Vermittlerin vermittelt für eine Privatperson aus Italien den Kauf einer Maschine, die sich zum Zeitpunkt der Verschaffung der Verfügungsmacht in Belgien befindet und nicht befördert oder versendet wird. Wo liegt der Ort der Vermittlungsleistung?","Gemäß § 1 Abs. 1 Z 1 lit. a EStG 1988 ist der Ort der Vermittlungsleistung der Ort, an dem die Vermittlung erfolgt ist. Da die Vermittlerin österreichische Staatsbürgerin ist, wird der Ort der Vermittlungsleistung nach § 1 Abs. 2 EStG 1988 angenommen, also Österreich."
"Eine kroatische Bootsvermieterin vermietet einer Privatperson mit Wohnsitz in Österreich ein Sportboot für sechs Monate. Das Boot wird der Kundin in Split tatsächlich übergeben; dort befindet sich auch die Betriebsstätte, von der aus die Vermietung erfolgt. Liegt der Leistungsort wegen des Wohnsitzes der Kundin in Österreich?","Nein, der Leistungsort liegt in Kroatien, da die Vermietung von der Betriebsstätte in Split aus erfolgt und das Boot dort der Kundin übergeben wird. Der Wohnsitz der Kundin in Österreich ist für die Bestimmung des Leistungsorts nicht relevant."
"Ein Maschinenhändler verkauft eine CNC-Anlage an einen Kunden. Zivilrechtlich soll das Eigentum erst nach vollständiger Kaufpreiszahlung übergehen. Der Händler übergibt die Anlage aber sofort, der Kunde darf sie bereits uneingeschränkt in seinem Betrieb einsetzen, weitervermieten und im eigenen Namen darüber verfügen. Liegt bereits eine Lieferung vor, obwohl das Eigentum noch nicht übergegangen ist?","Ja, eine Lieferung liegt vor, da der Händler die CNC-Anlage dem Kunden bereits übergeben hat, auch wenn das Eigentum noch nicht übergegangen ist. Dies ist ein Fall der sogenannten ""Lieferung ohne Eigentumsübergang"" gemäß § 3 Abs. 1 UGB."
"Ein Unternehmer erhält vom Auftraggeber gebrauchte Messingplatten, entfernt Oxidationsschichten, glättet die Oberfläche und schneidet sie auf passende Maße zu. Nach der Behandlung können die Platten weiterhin nur als Messingplatten derselben Marktgattung verkauft werden; eine neue eigenständige Marktgängigkeit entsteht nicht. Liegt eine Bearbeitung oder Verarbeitung im Sinne des § 3 Abs. 6 vor?","Eine Bearbeitung oder Verarbeitung im Sinne des § 3 Abs. 6 UStG liegt nicht vor, da die Messingplatten nach der Behandlung weiterhin nur als Messingplatten derselben Marktgattung verkauft werden können. Die Bearbeitung dient lediglich der Reinigung und der Anpassung an passende Maße, ohne dass eine neue eigenständige Marktgattigkeit entsteht."
"Eine irische Beratungsgesellschaft erbringt eine komplexe Compliance-Analyse für eine österreichische AG. Die Leistung ist ausschließlich für die italienische Betriebsstätte der AG bestimmt und wird dort tatsächlich verwendet; an den Sitz in Wien ist sie nicht adressiert. Liegt der Leistungsort in Österreich, weil die Empfängerin dort ihren Sitz hat?","Nein, der Leistungsort liegt nicht in Österreich, da die Leistung nicht an den Sitz der österreichischen AG in Wien, sondern an die italienische Betriebsstätte gerichtet ist. Der Leistungsort ist daher Italien."
"Eine Grundstückseigentümerin erhält von einem Nachbarn ein Entgelt dafür, dass sie für zwei Jahre auf die Ausübung eines ihr zustehenden Widerspruchsrechts gegen die Nutzung eines gemeinsamen Zufahrtswegs verzichtet und die Nutzung duldet. Es wird kein Gegenstand übertragen. Handelt es sich um eine sonstige Leistung?","Ja, es handelt sich um eine sonstige Leistung, da es sich um eine nicht in § 4 Abs. 1 EStG aufgeführte Leistung handelt, die nicht durch eine der in § 4 Abs. 1 EStG genannten Arten von Einkünften erfasst wird. Die Leistung ist jedoch steuerbar als Einkünfte aus sonstiger Tätigkeit gemäß § 22 EStG."
"Ein schweizerischer Kanton als juristische Person des öffentlichen Rechts, der im konkreten Fall nichtunternehmerisch tätig ist, beauftragt ein österreichisches Ingenieurbüro mit einer technischen und wirtschaftlichen Beratung für eine Anlage in Österreich. Die Beratung wird im Inland genutzt und ausgewertet. Verbleibt der Leistungsort im Drittlandsgebiet, weil der Empfänger in der Schweiz sitzt?","Der Leistungsort ist nicht im Drittlandsgebiet, sondern in Österreich, da die Beratung im Inland genutzt und ausgewertet wird. Der Umstand, dass der Empfänger in der Schweiz sitzt, ist für die Bestimmung des Leistungsorts nicht relevant."
"Eine österreichische Gemeinde betreibt kein eigenes Wasserwerk, vermietet aber mehrere in ihrem Eigentum stehende Geschäftsflächen langfristig an private Unternehmer. Sie argumentiert, die Vermietung sei mangels allgemeinen Unternehmerstatus der Gemeinde nicht von § 1 Abs. 1 Z 1 UStG erfasst. Ist diese Sichtweise zutreffend?","Nein, diese Sichtweise ist nicht zutreffend. Gemäß § 1 Abs. 1 Z 1 UStG ist auch eine Gemeinde, die wirtschaftliche Tätigkeit ausübt, als Unternehmer anzusehen, unabhängig von ihrem allgemeinen Unternehmerstatus. Die Vermietung von Geschäftsflächen ist eine wirtschaftliche Tätigkeit, die der Umsatzsteuer unterliegt."
"Eine GmbH hält 100 % an einer inländischen Tochter-GmbH. Die Tochter ist finanziell und wirtschaftlich vollständig eingegliedert, verfügt aber über eine eigenständige Geschäftsführung, die ihre operative Tätigkeit ohne Weisungen der Mutter trifft. Die Mutter verrechnet der Tochter interne Managementleistungen und beruft sich auf Organschaft, sodass diese Innenleistungen nicht als Umsätze zwischen zwei Unternehmern zu behandeln seien. Trägt das allein?","Nein, das allein reicht nicht aus, um Organschaft zu begründen. Die Organschaft setzt eine wirtschaftliche Einheit voraus, bei der die Tochter-GmbH keine eigenständige Geschäftsführung haben darf. Die bloße Existenz einer eigenständigen Geschäftsführung reicht nicht aus, um die wirtschaftliche Einheit zu untergraben."
"Eine Person verkauft über viele Jahre hinweg regelmäßig selbst hergestellte Spezialmodelle an Sammler. Sie erzielt fortlaufend Einnahmen, kalkuliert aber bewusst so niedrig, dass nach ihrer auf Dauer angelegten Konzeption niemals ein Gewinn oder Einnahmenüberschuss entstehen kann. Sie meint, schon die Nachhaltigkeit und die laufenden Einnahmen machten sie zwingend zur Unternehmerin. Ist das nach § 2 UStG richtig?","Nein, das ist nicht richtig. Nach § 2 UStG ist eine Unternehmung eine selbstständige Tätigkeit, die mit dem Ziel von Gewinn oder Einnahmenüberschuss betrieben wird. Die Nachhaltigkeit und laufenden Einnahmen allein reichen nicht aus, um eine Unternehmung zu begründen. Die Absicht, keinen Gewinn zu erzielen, ist ein wichtiger Faktor, der gegen die Unternehmenseigenschaft spricht."
"Ein Unternehmer bewirtet einen wichtigen Geschäftspartner in einem Restaurant. Die Bewirtung dient aus seiner Sicht dem Unternehmen; die Aufwendung ist jedoch ertragsteuerlich nach den einschlägigen Abzugsverboten nicht abzugsfähig. Für die Restaurantrechnung stand ihm bei Bezug ein teilweiser Vorsteuerabzug zu. Kann insoweit ein steuerbarer Eigenverbrauch vorliegen, obwohl die Leistung betrieblich veranlasst war?","Ein steuerbarer Eigenverbrauch kann vorliegen, wenn der Unternehmer die Leistung nicht nur betrieblich, sondern auch privat veranlasst hat. In diesem Fall ist die Vorsteuerabzugsfähigkeit auf den betrieblich veranlassten Teil der Leistung beschränkt."
"Ein Unternehmer erhält von seinem Kunden 20.000 Euro Honorar für eine Leistung. Zusätzlich zahlt der Kunde 3.000 Euro an eine Behörde, wobei der Unternehmer diesen Betrag lediglich im Namen und für Rechnung des Kunden vereinnahmt und an die Behörde weiterleitet. Der Unternehmer möchte die 3.000 Euro in seine Bemessungsgrundlage einbeziehen, weil der Betrag wirtschaftlich mit dem Auftrag zusammenhängt. Ist das zutreffend?","Nein, das ist nicht zutreffend. Der Unternehmer muss den Betrag von 3.000 Euro als Vorsteuer absetzen, aber nicht in die Bemessungsgrundlage einbeziehen, da er den Betrag nicht als Einnahme auswirkt."
Ein in einem Dienstverhältnis zu einer Krankenanstalt stehender Arzt verrechnet Sonderklassepatienten für persönlich erbrachte Behandlungen gesonderte Honorare. Diese Entgelte qualifizieren einkommensteuerlich als Einkünfte aus selbständiger Arbeit gemäß § 22 Z 1 lit. b EStG 1988. Wie ist der Arzt für diese Honorare umsatzsteuerlich einzuordnen?,"Der Arzt ist umsatzsteuerlich als Selbstständiger einzuordnen, da die Honorare für persönlich erbrachte Behandlungen als Einkünfte aus selbständiger Arbeit gemäß § 22 Z 1 lit. b EStG 1988 qualifizieren. Als Selbstständiger ist der Arzt zur Umsatzsteuerpflicht gemäß § 1 UStG 1994 verpflichtet, wenn der Umsatz im Kalenderjahr 50.000 € übersteigt."
"Eine Unternehmerin überweist an einen gemeinnützigen Verein einen reinen Geldbetrag, um dessen kulturelle Tätigkeit zu unterstützen. Sie will den Vorgang als Eigenverbrauch nach § 1 Abs. 1 Z 2 lit. a UStG behandeln, weil die Zahlung betrieblich motiviert war und bei ihr mit dem Unternehmen zusammenhängt. Welche Einordnung ist nach dem Gesetz vorzunehmen?","Die Zahlung an den gemeinnützigen Verein kann als Eigenverbrauch nach § 1 Abs. 1 Z 2 lit. a UStG behandelt werden, wenn die Unterstützung der kulturellen Tätigkeit des Vereins eine betrieblich motivierte Handlung ist und mit dem Unternehmen zusammenhängt. In diesem Fall ist die Zahlung nicht umsatzsteuerpflichtig."
"Eine Agentur erbringt eine entgeltliche Marketingleistung. Laut Vertrag schuldet der Kunde 50.000 Euro. Zusätzlich verpflichtet sich ein Konzernunternehmen des Kunden, weitere 8.000 Euro direkt an die Agentur zu zahlen, damit die Leistung zu diesen Konditionen erbracht wird. Wie ist dieser Drittbetrag bei der Bemessungsgrundlage einzuordnen?","Der Drittbetrag von 8.000 Euro ist bei der Bemessungsgrundlage für die Umsatzsteuer nicht einzurechnen, da er nicht direkt vom Kunden an die Agentur gezahlt wird, sondern von einem Konzernunternehmen des Kunden."
Ein Unternehmer überträgt eine Maschine auf einen Lieferanten und erhält dafür im Gegenzug Rohstoffe. Zusätzlich fließt kein Geld. Beide Parteien bewerten die jeweils hingegebenen Gegenstände gesondert. Nach welchem Grundsatz ist die Bemessungsgrundlage dieses Vorgangs zu bestimmen?,"Die Bemessungsgrundlage ist nach dem Wert der hingegebenen Gegenstände zu bestimmen, der sich aus der Summe der von beiden Parteien angenommenen Werte ergibt."
Eine österreichische Gesellschaft führt einen zuvor aus Österreich ausgeführten Gegenstand nach einer Bearbeitung im Drittlandsgebiet wieder ein. Für die Bearbeitung wurde ein gesondertes Entgelt vereinbart. Die Gesellschaft möchte die Einfuhrumsatzsteuer auf Basis des vollen Wertes des wiedereingeführten Gegenstands bemessen. Welche Bemessungsgrundlage gibt § 5 UStG für diesen Fall vor?,"§ 5 Abs. 1 UStG regelt die Bemessungsgrundlage für die Einfuhrumsatzsteuer. Danach ist die Bemessungsgrundlage der Wert des Gegenstands zum Zeitpunkt der Einfuhr, der sich aus dem Wert zum Zeitpunkt der Ausfuhr und dem Entgelt für die Bearbeitung im Drittlandsgebiet ergibt."
