id,correct_answer,sources
VAT-DOM-065,"Die Einfuhr ist nur teilweise steuerfrei. Bei den Tabakwaren ist nicht jede Kategorie isoliert zu betrachten; maßgeblich ist die kombinierte Höchstmenge. Gleiches gilt bei Alkohol, soweit verschiedene Kategorien nebeneinander eingeführt werden. Die Befreiung besteht daher nur im zulässigen Umfang der kombinierten Freimengen, nicht notwendig für alle mitgeführten Waren vollständig.",§ 6 Abs. 5 lit. a und c UStG 1994
VAT-DOM-066,"Die eingeschränkten Mengen des Abs. 6 greifen hier nicht. Kann der Reisende nachweisen, dass er aus dem Grenzgebiet ausgereist ist, verbleibt es bei den allgemeinen Befreiungsregeln des Abs. 5. Die Einfuhr ist daher im Rahmen dieser allgemeinen Grenzen steuerfrei.",§ 6 Abs. 6 UStG 1994; § 6 Abs. 5 UStG 1994
VAT-DOM-067,"Die Steuerbefreiung greift nicht. Die kurzfristige Vermietung und Beherbergung ist von der Grundstücksbefreiung ausgenommen. Dazu kommt, dass mitvermietete Betriebsvorrichtungen ebenfalls nicht unter die Befreiung fallen. Der Unternehmer kann die Gesamtgestaltung daher nicht in einen steuerfreien Grundstückskern und bloß nebensächliche Zusatzelemente aufspalten.",§ 6 Abs. 1 Z 16 UStG 1994
VAT-DOM-068,Die Lieferung ist nicht steuerfrei. Die Befreiung verlangt eine ausschließliche Verwendung für die begünstigten steuerfreien Zwecke. Eine bloß überwiegende oder nahezu ausschließliche Verwendung reicht nicht aus. Schon die teilweise Verwendung für steuerpflichtige Umsätze schließt die Befreiung aus.,§ 6 Abs. 1 Z 26 UStG 1994
VAT-DOM-069,"Nicht das gesamte Paket ist steuerfrei. Umsätze im Geschäft mit Wertpapieren können steuerfrei sein, die Verwahrung und Verwaltung von Wertpapieren sind jedoch ausdrücklich ausgenommen. Diese Leistungen bleiben daher auch dann steuerpflichtig, wenn sie zusammen mit begünstigten Wertpapierumsätzen angeboten werden.",§ 6 Abs. 1 Z 8 lit. f UStG 1994
VAT-DOM-070,"Die Befreiung bleibt bis zum Jahresende anwendbar, wenn die maßgebliche Grenze um nicht mehr als 10 % überschritten wird. Bei der Grenzberechnung bleiben die nach § 6 Abs. 1 steuerfreien Umsätze außer Ansatz. Maßgeblich ist daher nur der relevante Umsatz im Sinn der Kleinunternehmerregelung.",§ 6 Abs. 1 Z 27 UStG 1994
VAT-DOM-071,"Steuerfrei sind nicht automatisch alle Umsätze des Vereins. Die Befreiung erfasst nur Leistungen, die unmittelbar der Förderung des Sports dienen. Umsätze aus dem wirtschaftlichen Geschäftsbetrieb, die diesen unmittelbaren Sportbezug nicht haben, fallen nicht darunter.",§ 6 Abs. 1 Z 14 UStG 1994
VAT-DOM-072,"Die Ausfuhrlieferung kann steuerfrei sein, die Bearbeitungsleistung des Subunternehmers jedoch nicht allein deshalb. Aus der Steuerfreiheit der Lieferung folgt keine automatische Steuerfreiheit vorgelagerter Bearbeitungsleistungen. Diese sind gesondert zu beurteilen und fallen nicht schon kraft Zusammenhangs unter die Ausfuhrbefreiung.",§ 6 Abs. 1 Z 1 UStG 1994
VAT-DOM-073,"Die Vermittlungsleistung ist steuerfrei, wenn sie sich auf einen Umsatz bezieht, der ausschließlich im Drittlandsgebiet bewirkt wird. Dass der Vermittler selbst im Inland ansässig ist und seine Provision hier vereinnahmt, ändert daran nichts.",§ 6 Abs. 1 Z 5 lit. b UStG 1994
VAT-DOM-074,"Die Leistung ist nicht steuerfrei. Die Norm verlangt nicht nur einen sachlichen Zusammenhang mit der Einfuhr, sondern zusätzlich, dass die Kosten in die Bemessungsgrundlage der Einfuhr eingehen. Fehlt diese Einbeziehung, scheidet die Befreiung aus.",§ 6 Abs. 1 Z 3 lit. a UStG 1994
VAT-DOM-075,"Die Leistung ist nicht steuerfrei, wenn die gesetzlich geforderte Bescheinigung fehlt. Materielle Plausibilität oder andere Unterlagen ersetzen den geforderten Nachweis nicht, wenn die Norm die Steuerbefreiung an die entsprechende Bescheinigung knüpft.",§ 6 Abs. 1 Z 6 lit. c UStG 1994
VAT-DOM-076,"Die Umsätze sind steuerfrei. Maßgeblich ist, dass die Leistungen von einer Privatlehrerin an einer Einrichtung erbracht werden, die unter die begünstigten Schulen fällt. Die unmittelbare Abrechnung mit der Einrichtung steht der Befreiung nicht entgegen.",§ 6 Abs. 1 Z 11 lit. b UStG 1994
VAT-DOM-077,"Steuerfrei sind nur die Lieferungen von Waren der monatlichen Damenhygiene sowie von chemischen, hormonellen und mechanischen Verhütungsmitteln. Das bloße Lifestyle oder Intimprodukt ohne entsprechende Funktion fällt nicht darunter.",§ 6 Abs. 1 Z 5b UStG 1994
VAT-DOM-078,"Steuerfrei sind nur die Umsätze aus den Vorträgen und Kursen wissenschaftlicher, unterrichtender oder belehrender Art, soweit die Einnahmen vorwiegend zur Deckung der Kosten verwendet werden. Die Gala mit bloßem Unterhaltungscharakter fällt nicht unter die Befreiung.",§ 6 Abs. 1 Z 12 UStG 1994
VAT-DOM-079,"Steuerfrei sind nur die gesetzlich genannten Umsätze an die privilegierten Personengruppen sowie die Umsätze untereinander. Leistungen an sonstige außenstehende Dritte, wie hier die externen Unternehmen, sind nicht steuerfrei.",§ 6 Abs. 1 Z 7 UStG 1994
VAT-DOM-080,"Nicht sämtliche Entgeltbestandteile sind steuerfrei. Die Steuerbefreiung erfasst die eigentliche Krankenbehandlung und die damit eng verbundenen Leistungen, nicht jedoch beliebige Komfort oder Angehörigenleistungen ohne therapeutischen Bezug. Das einheitliche Abrechnungsmodell führt daher nicht dazu, dass alle Zusatzleistungen automatisch steuerfrei werden.",§ 6 Abs. 1 Z 19 UStG 1994
GRESt-AT-001,"Ja. Die Holding-GmbH hat mit 90% die operative GmbH beherrscht (über 75%) und die operative GmbH wiederum mit 85% die Tochter-GmbH beherrscht (über 75%), wird der Holding-GmbH die Beteiligung an der Enkelgesellschaft voll zugerechnet. Der Tatbestand der Anteilsvereinigung ist erfüllt, weil auf jeder Ebene die 75%-Hürde überschritten ist.",§ 1 Abs. 3 Z 2 GrEStG 1987
GRESt-AT-002,"Ja. Gemäß § 1 Abs. 3 Z 1 GrEStG unterliegt eine Änderung des Gesellschafterbestandes der Steuer, wenn innerhalb von sieben Jahren mindestens 75% der Anteile unmittelbar auf neue Gesellschafter übergehen. Da hier 75% der Anteile innerhalb von fünf Jahren auf neue Personen übertragen wurden, ist der Tatbestand erfüllt.",§ 1 Abs. 3 Z 1 GrEStG 1987
GRESt-AT-003,Die Beteiligung ist am bereinigten Kapital zu messen. Gemäß § 1 Abs. 3 Z 6 GrEStG sind eigene Anteile der Gesellschaft bei der Ermittlung der Beteiligungsschwelle außer Acht zu lassen. Die 60% des Investors beziehen sich somit auf die verbleibenden 75% der Anteile (60/75 = 80%). Damit ist die 75%-Hürde überschritten und der Vorgang steuerpflichtig.,§ 1 Abs. 3 Z 6 GrEStG 1987
GRESt-AT-004,"Die Maschinen unterliegen nicht der Grunderwerbsteuer. Gemäß § 2 Abs. 1 Z 1 GrEStG werden Maschinen und sonstige Vorrichtungen, die zu einer Betriebsanlage gehören, nicht zum Grundstück gerechnet, selbst wenn sie nach bürgerlichem Recht als Zugehör gelten würden.",§ 2 Abs. 1 Z 1 GrEStG 1987
GRESt-AT-005,"Ja, gemäß § 3 Abs. 1 Z 7 GrEStG ist der Erwerb unter Lebenden durch Ehegatten zur gleichteiligen Anschaffung einer Wohnstätte steuerfrei, sofern die Wohnnutzfläche 150 m² nicht übersteigt und das dringende Wohnbedürfnis dort befriedigt wird. Die Befreiung bleibt nur aufrechterhalten, wenn die Wohnstätte innerhalb von drei Monaten nach Fertigstellung bezogen und fünf Jahre lang ohne Änderung der Eigentumsverhältnisse benützt wird.","§ 3 Abs. 1 Z 2 lit. f GrEStG 1987, § 3 Abs. 1 Z 7 GrEStG 1987"
GRESt-AT-006,"Nein. Gemäß § 3 Abs. 1 Z 7a GrEStG ist der Erwerb einer Wohnstätte durch Erbanfall durch den überlebenden Partner steuerfrei, wenn die Wohnnutzfläche nicht mehr als 150 m² beträgt und die Wohnung dem Erwerber zum Zeitpunkt des Todes bereits als Hauptwohnsitz gedient hat.",§ 3 Abs. 1 Z 7a GrEStG 1987
GRESt-AT-007,"Nein. Gemäß § 3 Abs. 2 GrEStG wird die Steuer bei einer Flächenteilung unter Miteigentümern nicht erhoben, soweit der Wert des erhaltenen Teilgrundstücks dem bisherigen Bruchteil am gesamten Grundstück entspricht.",§ 3 Abs. 2 GrEStG 1987
GRESt-AT-008,"Bei der unentgeltlichen Übertragung eines Betriebs bleibt ein Freibetrag von 365.000 € steuerfrei (§ 3 Abs. 1 Z 2 EStG). Voraussetzung ist, dass die Tochter den Betrieb mindestens fünf Jahre fortführt; andernfalls kommt es zur Nacherhebung.","§ 3 Abs. 1 Z 2 lit. c GrEStG 1987, § 3 Abs. 1 Z 2 lit. f GrEStG 1987"
GRESt-AT-009,"Grundsätzlich ist die Gegenleistung die Bemessungsgrundlage (§ 4 Abs. 1 GrEStG), jedoch mindestens der Grundstückswert. Der Grundstückswert tritt an die Stelle der Gegenleistung insbesondere bei unentgeltlichen Erwerbsvorgängen sowie in den in § 4 Abs. 2 und 3 GrEStG genannten Fällen",§ 4 Abs. 1 GrEStG 1987
GRESt-AT-010,"In diesem Fall umfasst die Gegenleistung gemäß § 5 Abs. 1 Z 1 GrEStG nicht nur den Grundpreis, sondern auch die Baukosten des Hauses. Da der Käufer an ein fertiges Projekt gebunden ist, gilt das Gebäude als miterworben.",§ 5 Abs. 1 Z 1 GrEStG 1987
GRESt-AT-011,Ja. Gemäß § 5 Abs. 2 Z 2 GrEStG gehören zur Gegenleistung auch die vom Käufer übernommenen Verpflichtungen des Verkäufers. Die übernommene Schuld wird zum Kaufpreis addiert.,§ 5 Abs. 2 Z 2 GrEStG 1987
GRESt-AT-012,"Gemäß § 7 Abs. 1 Z 1 GrEStG gilt für unentgeltliche Erwerbe im Familienverband ein Stufentarif: Für die ersten 250.000 Euro beträgt der Steuersatz 0,5 %, für die nächsten 150.000 Euro (bis 400.000 Euro) 2,0 % und darüber hinaus 3,5 %. Die Steuer berechnet sich somit aus: (250.000 * 0,5%) + (150.000 * 2,0%) + (50.000 * 3,5%) = 6000 Euro.","§ 7 Abs. 1 Z 1 lit. a GrEStG 1987, § 7 Abs. 1 Z 1 lit. c GrEStG 1987"
GRESt-AT-013,"Bei land- und forstwirtschaftlichen Grundstücken beträgt der Steuersatz gemäß § 7 Abs. 1 Z 3 GrEStG immer 3,5 % vom Wert der Gegenleistung, sofern keine Befreiung (z. B. Betriebsübergabe im Familienkreis) vorliegt.",§ 7 Abs. 1 Z 3 GrEStG 1987
GRESt-AT-014,"Die Steuerschuld entsteht gemäß § 8 Abs. 1 GrEStG in dem Zeitpunkt, in dem der steuerpflichtige Rechtsvorgang verwirklicht wird. Bei einem Kaufvertrag ist dies bereits der Zeitpunkt des Vertragsabschlusses (Unterschrift), nicht erst die spätere Eintragung im Grundbuch.",§ 8 Abs. 1 GrEStG 1987
GRESt-AT-015,"Gemäß § 13 Abs. 1 GrEStG sind die am Erwerbsvorgang beteiligten Personen (Käufer und Verkäufer) Steuerschuldner. Sie haften als Gesamtschuldner. Das bedeutet, das Finanzamt kann sich die Steuer von jedem der beiden Vertragspartner in voller Höhe holen, auch wenn im Vertrag vereinbart wurde, dass der Käufer die Steuer trägt.",§ 13 Abs. 1 GrEStG 1987
GRESt-AT-016,"Ja. Gemäß § 17 Abs. 1 Z 1 GrEStG wird die Steuer auf Antrag nicht festgesetzt oder die Festsetzung aufgehoben, wenn der Erwerbsvorgang innerhalb von drei Jahren seit der Entstehung der Steuerschuld durch Vereinbarung oder durch Ausübung eines vorbehaltenen Rücktrittsrechtes rückgängig gemacht wird.",§ 17 Abs. 1 Z 1 GrEStG 1987
GRESt-AT-017,Gemäß § 10 Abs. 1 GrEStG ist jeder steuerpflichtige Erwerbsvorgang bis zum 15. Tag des auf das Entstehen der Steuerschuld zweitfolgenden Monats beim Finanzamt anzuzeigen (sofern keine Selbstberechnung durch Notar/Anwalt erfolgt).,§ 10 Abs. 1 GrEStG 1987
GRESt-AT-018,Gemäß § 5 Abs. 1 Z 4 GrEStG ist beim Erwerb im Versteigerungsverfahren das Meistgebot einschließlich der bestehen bleibenden Rechte die Gegenleistung.,§ 5 Abs. 1 Z 4 GrEStG 1987
GRESt-AT-019,"Gemäß § 7 Abs. 1 Z 2 lit. a GrEStG ist bei unentgeltlichen Erwerb von Grundstücken für die ersten 250.000 Euro ein Steuersatz von 0,5%, für die nächsten 150.000 Euro ein Steuersatz von 2% und darüber hinaus ein Steuersatz von 3,5% anzuwenden.",§ 7 Abs. 1 Z 2 lit. a GrEStG 1987
GRESt-AT-020,"Da das Baurecht gemäß § 2 Abs. 2 Z 1 GrEStG einem Grundstück gleichsteht, ist die Einräumung steuerpflichtig. Als Gegenleistung gilt gemäß § 5 Abs. 1 GrEStG der Wert der Bauzinse für die gesamte Dauer des Baurechtes. Dieser Wert wird nach den Regeln des Bewertungsgesetzes (kapitalisierter Wert der wiederkehrenden Leistungen) ermittelt.","§ 2 Abs. 2 Z 1 GrEStG 1987, § 5 Abs. 1 GrEStG 1987"
GRESt-AT-021,"Ja. Gemäß § 1 Abs. 1 Z 4 GrEStG unterliegt ein Rechtsgeschäft, das den Anspruch auf Abtretung der Rechte aus einem Kaufanbot begründet, der Grunderwerbsteuer. Dem Kaufanbot steht ein Anbot zum Abschluss eines anderen Vertrages gleich.",§ 1 Abs. 1 Z 4 GrEStG 1987
GRESt-AT-022,"Nein. Gemäß § 1 Abs. 3 Z 3 GrEStG sind Übergänge von Anteilen an Kapitalgesellschaften für die Besteuerung der Anteilsvereinigung außer Acht zu lassen, soweit diese an einer Wertpapierbörse (geregelter Markt) gehandelt werden.",§ 1 Abs. 3 Z 3 GrEStG 1987
GRESt-AT-023,Die treuhändig gehaltenen Gesellschaftsanteile sind gemäß § 1 Abs. 3 Z 7 GrEStG dem Treugeber zuzurechnen.,§ 1 Abs. 3 Z 7 GrEStG 1987
GRESt-AT-024,Ja. Gemäß § 2 Abs. 2 Z 2 GrEStG stehen Gebäude auf fremdem Boden den Grundstücken gleich und unterliegen somit bei Übertragung der Grunderwerbsteuer.,§ 2 Abs. 2 Z 2 GrEStG 1987
GRESt-AT-025,"Nein. Gemäß § 3 Abs. 1 Z 1 lit. a GrEStG ist der Erwerb eines Grundstückes von der Besteuerung ausgenommen, wenn der für die Berechnung der Steuer maßgebende Wert 1.100 Euro nicht übersteigt (Bagatellgrenze).",§ 3 Abs. 1 Z 1 lit. a GrEStG 1987
GRESt-AT-026,"Gemäß § 3 Abs. 1 Z 2 lit. b GrEStG muss der Übergeber das 55. Lebensjahr vollendet haben oder wegen körperlicher, psychischer, sinnesbedingter oder kognitiver Funktionseinschränkungen erwerbsunfähig sein (nachzuweisen durch ein medizinisches Gutachten).",§ 3 Abs. 1 Z 2 lit. b GrEStG 1987
GRESt-AT-027,"Nein, sofern die Voraussetzungen erfüllt sind. Gemäß § 3 Abs. 1 Z 3 GrEStG ist der unentgeltliche Erwerb eines Grundstückes durch Körperschaften, die der Förderung gemeinnütziger, mildtätiger oder kirchlicher Zwecke dienen, von der Besteuerung ausgenommen.",§ 3 Abs. 1 Z 3 GrEStG 1987
GRESt-AT-028,"Nein. Der Erwerb eines Grundstückes durch einen fremden Staat für Zwecke seiner ausländischen Vertretungsbehörden ist nach § 3 Abs. 1 Z 6 GrEStG steuerfrei, soweit Gegenseitigkeit gewährleistet ist.",§ 3 Abs. 1 Z 6 GrEStG 1987
GRESt-AT-029,"Gemäß § 4 Abs. 5 GrEStG ist bei einem Tauschvertrag, der für jeden Vertragsteil den Anspruch auf Übereignung eines Grundstückes begründet, die Steuer sowohl vom Wert der Leistung des einen als auch vom Wert der Leistung des anderen Vertragsteils zu berechnen.",§ 4 Abs. 5 GrEStG 1987
GRESt-AT-030,Nein. Gemäß § 5 Abs. 1 Z 7 GrEStG gehört die besondere Entschädigung für eine Wertminderung der nicht enteigneten Grundstücke nicht zur Gegenleistung. Dies gilt auch bei freiwilliger Veräußerung zur Vermeidung der Enteignung.,§ 5 Abs. 1 Z 7 GrEStG 1987
GRESt-AT-031,"Ja. Gemäß § 5 Abs. 3 Z 1 GrEStG sind Leistungen, die der Erwerber des Grundstückes anderen Personen als dem Veräußerer als Gegenleistung dafür gewährt, dass sie auf den Erwerb verzichten, der Gegenleistung hinzuzurechnen.",§ 5 Abs. 3 Z 1 GrEStG 1987
GRESt-AT-032,"Nein. Gemäß § 5 Abs. 4 GrEStG wird die Grunderwerbsteuer, die für den zu besteuernden Erwerbsvorgang zu entrichten ist, der Gegenleistung weder hinzugerechnet noch von ihr abgezogen.",§ 5 Abs. 4 GrEStG 1987
GRESt-AT-033,"Gemäß § 6 Abs. 1 Z 1 GrEStG ist bei land- und forstwirtschaftlichen Grundstücken der Einheitswert anzusetzen, wobei jener Einheitswert maßgeblich ist, der auf den dem Erwerbsvorgang unmittelbar vorausgegangenen Feststellungszeitpunkt festgestellt ist.",§ 6 Abs. 1 Z 1 GrEStG 1987
GRESt-AT-034,"Gemäß § 6 Abs. 4 GrEStG kann der Nachweis des geringeren gemeinen Wertes erbracht werden. Erfolgt dies durch Vorlage eines Schätzungsgutachtens eines allgemein beeideten und gerichtlich zertifizierten Immobiliensachverständigen, hat dieser Wert die Vermutung der Richtigkeit für sich.",§ 6 Abs. 4 GrEStG 1987
GRESt-AT-035,"Gemäß § 7 Abs. 1 Z 1 lit. a GrEStG gilt ein Erwerb als unentgeltlich, wenn die Gegenleistung nicht mehr als 30% des Grundstückswertes beträgt.",§ 7 Abs. 1 Z 1 lit. a GrEStG 1987
GRESt-AT-036,"Ja. Gemäß § 7 Abs. 2 GrEStG erhöht sich die Grunderwerbsteuer um 3,5% des Grundstückswertes (Stiftungseingangssteueräquivalent), wenn keine Steuer gemäß § 1 Stiftungseingangssteuergesetz anfällt.",§ 7 Abs. 2 GrEStG 1987
GRESt-AT-037,"Ja. Gemäß § 7 Abs. 3 GrEStG kann die Steuer über Antrag in höchstens fünf Jahresbeträgen festgesetzt werden. Der Gesamtbetrag erhöht sich dabei, je nach Aufteilung auf zwei bis fünf Jahre, um vier bis zehn Prozent.",§ 7 Abs. 3 GrEStG 1987
GRESt-AT-038,"Gemäß § 10 Abs. 1a GrEStG ist der Erwerbsvorgang bis zum 15. Tag des auf den Kalendermonat, in dem das Europäische Nachlasszeugnis ausgestellt wurde, zweitfolgenden Monats beim Finanzamt Österreich mit einer Abgabenerklärung anzuzeigen.",§ 10 Abs. 1a GrEStG 1987
GRESt-AT-039,"Gemäß § 15 Abs. 1 GrEStG hat der Parteienvertreter die Bestätigungen, Abschriften der Erklärungen und Verträge sieben Jahre aufzubewahren. Dies entfällt nur, wenn sie in den Urkundensammlungen des Grundbuchs oder Firmenbuchs abrufbar sind.",§ 15 Abs. 1 GrEStG 1987
GRESt-AT-040,"Ja. Gemäß § 17 Abs. 3 Z 2 GrEStG wird die Steuer auf Antrag entsprechend festgesetzt bzw. abgeändert, wenn die Herabsetzung aufgrund der §§ 932 und 933 ABGB vollzogen wird. Der Antrag ist bis zum Ablauf des fünften Kalenderjahres nach dem Ereignis zu stellen (§ 17 Abs. 5).","§ 17 Abs. 3 Z 2 GrEStG 1987, § 17 Abs. 5 GrEStG 1987"
GRESt-AT-041,"Ja. Gemäß § 1 Abs. 3 Z 4 GrEStG bilden die drei GmbHs eine Erwerbergruppe, weil sie unter dem beherrschenden Einfluss derselben Person (Herr Müller) stehen. Die Anteile aller Mitglieder der Erwerbergruppe werden zusammengerechnet: 30% + 28% + 17% = 75%. Da damit die Schwelle von mindestens 75% gemäß § 1 Abs. 3 Z 2 lit. b aa GrEStG erreicht wird, liegt eine steuerpflichtige Vereinigung von Anteilen in der Hand einer Erwerbergruppe vor. Zu einer Erwerbergruppe gehört auch die Person, die den beherrschenden Einfluss ausübt.",§ 1 Abs. 3 Z 2 lit. b GrEStG 1987 § 1 Abs. 3 Z 4 GrEStG 1987
GRESt-AT-042,"Nein. Gemäß § 2 Abs. 3 GrEStG werden Grundstücke, die zu einer wirtschaftlichen Einheit gehören, als ein Grundstück behandelt, wenn sich ein Rechtsvorgang auf mehrere Grundstücke bezieht. Die drei Grundstücke bilden zusammen ein zusammengehöriges Hotelgelände und stellen somit eine wirtschaftliche Einheit dar. Auch wenn formell drei separate Kaufverträge abgeschlossen werden, handelt es sich steuerlich um einen einheitlichen Erwerbsvorgang für ein Grundstück.",§ 2 Abs. 3 GrEStG 1987
GRESt-AT-043,"Der entgeltliche Teil beträgt 40% (400.000 von 1.000.000 Euro). Der Freibetrag von 900.000 Euro wird daher um 40% gekürzt: 900.000 × 60% = 540.000 Euro.
 Vom unentgeltlichen Teil (600.000 Euro) bleiben also 540.000 Euro steuerfrei. Steuerpflichtig sind 60.000 Euro.
 Wichtig: Die Tochter muss den Betrieb mindestens 5 Jahre fortführen (§ 3 Abs. 1 Z 2 lit. f GrEStG), sonst wird die Steuer nachträglich fällig.","§ 3 Abs. 1 Z 2 lit. b GrEStG 1987, § 3 Abs. 1 Z 2 lit. c GrEStG 1987, § 3 Abs. 1 Z 2 lit. f GrEStG 1987"
GRESt-AT-044,"Von 400.000 Euro. Die Steuer wird vom Wert der Gegenleistung berechnet, mindestens aber vom Grundstückswert (§ 4 Abs. 1 GrEStG). Da der Kaufpreis (250.000 Euro) unter dem Grundstückswert liegt, greift die Mindestbemessungsgrundlage.",§ 4 Abs. 1 GrEStG 1987
